PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,CC50 Modifier,CC50,CC50 Std Dev Modifier,CC50 Std Dev,CC50 Hill Slope Modifier,CC50 Hill Slope,CC50 Normalized Chi2,% Cell Viability @ 40 uM,% Cell Viability @ 20 uM,% Cell Viability @ 10 uM,% Cell Viability @ 5 uM,% Cell Viability @ 2.5 uM,% Cell Viability @ 1.25 uM,% Cell Viability @ 0.625 uM,% Cell Viability @ 0.313 uM,% Cell Viability @ 0.156 uM,% Cell Viability @ 0.078 uM,Verification
RESULT_TYPE,,,,,,,STRING,FLOAT,STRING,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING
RESULT_DESCR,,,,,,,,Cytotoxic concentration,,,,,,,,,,,,,,,,Data has been verified.
RESULT_UNIT,,,,,,,,MICROMOLAR,,NONE,,NONE,NONE,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,,,,,,,,,,,,
1684,47195907,9725680,Inactive,0,,,,,,,,,,94.52,86.98,109.66,97.87,97.23,100.71,104.72,102.97,101.3,101.23,verified
1685,47195948,23723181,Inactive,0,,,,,,,,,,97.87,93.77,95.32,97.57,101.11,95.16,93.46,99.97,95.99,,verified
1686,47196088,135442100,Inactive,0,,,,,,,,,,80.99,86.8,97.56,91.11,95.94,100.78,94.03,99.7,98.39,102.02,verified
1687,47196147,3614719,Inactive,0,,,,,,,,,,90.25,97.6,99.21,92.54,97.54,102.58,102.12,104.1,96.11,,verified
1688,47196572,895297,Active,64,,,,16.272,,0.81,,-3.13,4.28,2.72,34.98,83.37,91.26,96.21,94.67,98.83,95.48,99.08,105.74,verified
1689,47196593,2935570,Active,58,,,,23.132,,1.82,,-6.25,6.29,2.43,71.5,95.46,90.93,94.96,97.61,96.34,89.02,92.82,99.25,verified
1690,47196719,4998739,Inactive,0,,,,,,,,,,80.41,90.29,98.01,90.94,93.28,93.91,101.91,95.11,98.24,101.93,verified
1691,47196782,2868490,Active,68,,,,12.75,,0.54,,-5.06,3.84,3.24,9.35,77.16,101.56,100.92,90.5,97.78,98.17,100.03,98.01,verified
1692,47197232,23723460,Inactive,0,,,,,,,,,,86.79,93.54,94.56,98.95,91.14,101.07,102.33,96.63,92.23,94.04,verified
1693,47197941,2846021,Inactive,0,,,,,,,,,,93.78,94.82,98.87,97.17,99.21,97.37,100.93,96.58,101.73,104.78,verified
1694,47198049,779863,Active,72,,,,8.785,,0.29,,-2.98,2.76,1.81,3.92,42.34,83.92,92.53,99.89,100.42,98.64,102.42,97.56,verified
1695,47198217,135817227,Inactive,0,,,,,,,,,,98.54,96.96,104.74,99.4,94.55,99.27,94.27,96.7,97.95,105.56,verified
1696,47198237,9585828,Inactive,0,,,,,,,,,,98.77,93.59,95.7,102.49,93.07,100.19,96.23,99.97,91.89,98.3,verified
1697,47198390,883855,Inactive,0,,,,,,,,,,95.18,97.37,96.67,90.42,99.53,96.55,95.41,95.2,97.21,,verified
1698,47199192,819037,Active,63,,,,18.069,,1.34,,-2.78,6.1,3.46,46.67,82.78,91.71,89.72,96.08,100.64,91.77,102.62,95.2,verified
1699,47199327,1214927,Active,77,,,,4.068,,0.4,,-1.37,5.62,7.51,13.65,17.37,39.52,72.57,87.67,84.7,92.7,94.97,94.23,verified
1700,47199350,2989697,Inactive,0,,,,,,,,,,87.66,88.52,94.2,92.48,94.88,96.97,95.19,96.76,96.82,98.31,verified
1701,47199413,628838,Inactive,0,,,,,,,,,,90.57,96.85,92.95,89.4,93.59,92.6,98.67,100.89,101.78,92.66,verified
1702,47199417,6471217,Inactive,0,,,,,,,,,,105.77,101.31,98.2,97.4,92.69,100.14,95.93,99.51,94.25,,verified
1703,47199523,5742286,Inactive,0,,,,,,,,,,95.37,90.94,100.82,98.82,95.7,97.07,101.42,96.27,100.21,100.39,verified
1704,47199935,1511224,Inactive,0,,,,,,,,,,87.37,87.27,98.93,96.41,97.73,96.3,97.71,99.42,100.09,96.67,verified
1705,47200158,23724081,Inactive,0,,,,,,,,,,83.34,93.89,96.61,96.41,92.13,95.07,93.69,95.86,96.96,97.22,verified
1706,47200171,23724090,Active,52,,,,28.48,,1.95,,-3.62,6.08,21.71,80.07,90.87,99.08,91.82,100,97.24,91.24,90.51,98.5,verified
1707,47200207,23724119,Active,41,,,>,40,,2.26,,-1.3,1.77,52.64,70.45,90.01,94.33,95.58,97.2,99.92,99.64,99.46,98.72,verified
1708,47200834,3138572,Active,41,,,>,40,,7.28,,-0.67,3.49,55.15,59.68,70.55,79.24,84.03,96.47,99.69,97.08,97.3,96.56,verified
1709,47201097,3726239,Active,41,,,>,40,,5.92,,-1.4,4.48,56.67,67.91,93.77,96.41,99.83,104.59,99.12,96.58,105.26,101.72,verified
1710,47201324,135506713,Inactive,0,,,,,,,,,,92.06,93.05,92.77,92.85,96.35,99.24,96.99,102.86,99.11,98.06,verified
1711,47202279,754268,Inactive,0,,,,,,,,,,100.31,101.93,100.15,105.06,101.69,101.58,103.07,97.52,98.22,98.62,verified
1712,47202395,9585798,Inactive,0,,,,,,,,,,100.37,92.44,93.37,100.31,100.95,100.44,98.17,96.06,102.29,98.18,verified
1713,47202578,23724305,Active,68,,,,12.216,,1.12,,-4.98,8.55,19.17,5.14,74.3,90.59,95.44,100.09,93.98,97.06,96.63,,verified
1714,47202853,1565551,Inactive,0,,,,,,,,,,87.03,90.42,94.26,94.02,95.99,96.97,98.17,89.71,95.8,93.79,verified
1715,47203362,3128206,Active,41,,,>,40,,4.72,,-2.31,2.08,69.51,91.43,98.42,102.71,97.37,100.03,96.79,98.52,98.78,,verified
1716,47203389,6473435,Active,41,,,>,40,,724.15,,-0.51,4.16,76.49,89.32,89.15,93.96,94.09,102.02,93.89,93.65,93.5,95.36,verified
1717,47203452,2251173,Active,47,,,,34.045,,1.84,,-1.93,3.1,40.46,78.19,85.65,98.16,98.88,98.16,99.77,96.33,100.81,98.46,verified
1718,47203621,135516039,Active,41,,,>,40,,9.18,,-2.24,2.81,73.18,91.88,101.36,95.72,101.7,97.82,100.82,95.14,98.04,98.56,verified
1719,47203922,785017,Inactive,0,,,,,,,,,,81,90.63,98.82,97.29,94.79,97.3,102.52,97.01,91,,verified
1720,47204251,235224,Active,41,,,>,40,,3.94,,-1.98,3.64,55.49,85.84,93.18,97.07,96.78,93.82,100.69,95.73,96.05,,verified
1721,47204259,9587642,Active,41,,,>,40,,4.31,,-1.96,5.25,49.22,82.92,94.31,90.2,94.09,92.14,103.1,97.53,96.92,,verified
1722,47204725,753633,Inactive,0,,,,,,,,,,88.83,92.01,88.02,89.21,88.2,95.76,91.9,97.71,94.71,93.17,verified
1723,49640651,5284513,Inactive,0,,,,,,,,,,88.14,83.28,92.07,91.97,101.66,92.46,99.09,95.82,95.54,97.98,verified
1724,49640662,24746768,Active,52,,,,28.994,,3.42,,-1.45,5.8,44.16,54.7,84.06,95.15,103.23,100.71,102.85,108.17,105.64,102.63,verified
1725,49641070,3097917,Active,41,,,>,40,,65.17,,-0.8,3.51,74.44,82.81,85.85,95.73,101.23,99.68,94.9,94.45,98.14,,verified
1726,49641348,753151,Active,42,,,,39.467,,1.57,,-3.32,3.35,48.77,91.13,97.16,95.03,97.89,104.87,99.77,101.65,100.52,105.6,verified
1727,49641658,3077225,Inactive,0,,,,,,,,,,82.36,97.68,111.92,103.47,95.76,100.03,102.4,99.82,104.14,105.21,verified
1728,49641834,16875665,Active,41,,,>,40,,7.89,,-0.88,3.96,55.38,68.7,73.79,85,98.42,99.57,98.22,102.3,102.44,,verified
1729,49641955,24746846,Active,73,,,,7.817,,1.34,,-1.69,10.89,16.14,33.55,18.84,72.79,93.78,103.8,98.9,98.53,100.81,100.06,verified
1730,49641980,24746849,Active,72,,,,8.118,,0.33,,-4.41,3.78,3.4,3.65,28.02,90.45,94.07,102.02,96.16,101.18,93.37,97.6,verified
1731,49642195,616398,Inactive,0,,,,,,,,,,99.34,94.49,91.9,99.08,100.24,100.46,91,92.21,97.7,99.01,verified
1732,49642346,24746874,Active,41,,,>,40,,5.86,,-2.16,3.95,63.03,87.96,94.41,108.16,100,105.43,101.9,100.42,102.36,100.56,verified
1733,49642517,9594976,Active,79,,,,1.774,,0.11,,-8.84,3.36,3.04,3.84,4.13,4.92,4.56,95.68,97.36,103.94,100.55,101.48,verified
1734,49642690,5719375,Active,77,,,,3.057,,0.19,,-2.8,5.12,2.42,2.69,3.69,17.63,66.44,90.39,91.03,96,93.63,91.91,verified
1735,49642749,2848518,Active,69,,,,11.662,,1.24,,-2.14,7.61,2.18,18.69,68.22,78.1,90.31,96.85,88.9,94.43,94.82,94.23,verified
1736,49643041,3192745,Active,41,,,>,40,,3.68,,-1.64,3.87,48.85,78.92,89.37,96.47,93.83,96.36,98.56,96.75,92.41,100.06,verified
1737,49643365,858960,Inactive,0,,,,,,,,,,96.3,100.59,97.25,97.46,94.05,97.36,96.55,96.28,99.01,101.04,verified
1738,49643486,135509705,Active,41,,,>,40,,6.95,,-1.04,4.04,50.37,73.65,84.69,90.01,93.47,96.4,93.64,98.35,92.36,95.67,verified
1739,49644225,783935,Active,41,,,>,40,,1712.8,,-0.42,2.91,78.85,90.48,87.84,93.59,93.04,94.06,97.42,92,98.79,99.18,verified
1740,49644279,836197,Inactive,0,,,,,,,,,,86.29,91.89,90.4,84.28,91.33,100.06,90.47,92.57,92.61,88.34,verified
1741,49644455,856047,Inactive,0,,,,,,,,,,81.35,90.35,88.41,95.21,96.48,92.69,94.71,91.6,96.04,92.12,verified
1742,49644944,54676094,Active,52,,,,29.288,,5.81,,-0.64,4.88,47.46,57.3,58.04,77.74,85.14,91.59,95.19,96.7,87.83,97.74,verified
1743,49645254,3138212,Inactive,0,,,,,,,,,,92.56,91.22,95.69,98.27,95.43,96.52,95.87,99.81,98.92,95.49,verified
1744,49645294,1730390,Inactive,0,,,,,,,,,,94.27,99.51,97.68,100.54,96.02,99.53,102.03,100,82.88,106.28,verified
1745,49645361,1576348,Active,41,,,>,40,,26.22,,-1.79,8.3,70.41,86.93,92.89,107.52,108.43,105.69,110.21,112.32,109.43,97.55,verified
1746,49645544,24747172,Active,41,,,>,40,,13.71,,-1.04,2.09,67.55,84.89,90.58,94.65,93.83,99.86,96.87,99.75,101.37,98.96,verified
1747,49645547,24747174,Active,45,,,,35.833,,4.44,,-0.95,3.73,46.77,65.43,76.78,82.31,94.95,97.45,100.35,100.49,92.55,104.68,verified
1748,49645755,24747333,Inactive,0,,,,,,,,,,86.14,87.96,101.59,96.36,100,100.78,97.99,97.53,93.55,97.28,verified
1749,49645825,135494027,Active,57,,,,23.736,,1.76,,-1.55,4.17,35.89,49.48,80.74,97.74,95.19,99.55,101.22,102.92,100.99,97.11,verified
1750,49645933,3082576,Inactive,0,,,,,,,,,,92.29,92.91,93.61,98.43,100.08,97.69,98.74,102.84,92.05,95.45,verified
1751,49646146,5919819,Inactive,0,,,,,,,,,,95.36,98.26,101.19,104.19,91.13,103.86,101.92,97.43,102.73,103.08,verified
1752,49646351,24747464,Inactive,0,,,,,,,,,,84.87,99.16,96.6,101.66,109.75,100.53,100.81,99.22,99.53,99.31,verified
1753,49646448,24747513,Active,47,,,,34.373,,2.64,,-1.61,3.72,42.95,71.49,89.78,93.98,94.68,94.46,97.31,98.69,97.41,93.11,verified
1754,49646576,24747590,Active,69,,,,12.094,,0.73,,-4.56,5.74,2.07,6.85,72.15,88.13,97.25,98.12,95.93,94.45,92.33,,verified
1755,49646648,917183,Active,69,,,,11.473,,2.41,,-1.1,10.38,32.66,34.74,34.38,77.68,96.22,97.75,89.71,93.25,93.8,94.95,verified
1756,49646700,16238264,Active,41,,,>,40,,1.03,,-5.57,3.28,52.3,98.44,92.66,94.64,100.7,101.2,99.66,100.25,98.98,99,verified
1757,49647034,3265387,Inactive,0,,,,,,,,,,88.65,90.42,88.25,100.37,95.56,100.51,96.49,98.16,104.71,93.04,verified
1758,49647037,24747640,Active,67,,,,13.915,,0.8,,-3.03,4.86,3.25,23.13,77.06,86.12,98.6,102.06,97.31,96.31,94.72,,verified
1759,49647040,24747642,Active,41,,,>,40,,8.67,,-0.89,4.97,57.17,57.54,77.82,95.2,94.74,92.84,96.8,99.02,99.08,96.76,verified
1760,49647052,10860295,Active,62,,,,18.347,,2.19,,-1.32,6.32,33.23,35.3,75.43,88.54,92.69,91.33,97.84,96.72,94.57,97.75,verified
1761,49647098,4437603,Active,78,,,,2.242,,0.06,,-5.64,2.53,1.82,2.34,2.88,3.31,34.88,97.33,96.05,96.74,98.37,100.11,verified
1762,49647168,24747653,Inactive,0,,,,,,,,,,93.55,94.46,92.42,95.75,102.48,95.39,99.1,94.22,101.72,99.69,verified
1763,49647323,716169,Active,41,,,>,40,,5.93,,-1.39,3.52,54.9,82.71,88.73,92.59,97.23,98.2,94.89,94.56,100.03,99.55,verified
1764,49647829,24747725,Active,55,,,,25.365,,2.3,,-8.25,4.52,2.12,87.72,92.18,95.78,101.49,93.56,94.1,97.82,99.89,98.68,verified
1765,49647906,3832753,Active,49,,,,31.985,,2.19,,-1.73,3.71,39.74,69.96,90.02,92.54,94.79,103.68,99.48,99.04,93.21,,verified
1766,49647910,24747733,Inactive,0,,,,,,,,,,82.26,90.11,102.05,99.25,102.76,106.48,101.05,105.63,106.75,106.91,verified
1767,49647914,24747735,Inactive,0,,,,,,,,,,91.48,100.18,96.18,98.22,103.46,98.46,96.92,90.68,91.45,97.54,verified
1768,49647941,913250,Active,41,,,>,40,,4.45,,-1.53,3.96,52.58,74.37,93.43,92.65,99.43,99.89,101.73,95.97,108.78,101,verified
1769,49648069,5922794,Active,41,,,>,40,,12.69,,-1.03,2.98,62.73,80.82,89.31,94.86,92.8,98.02,98.48,96.01,95.83,96.05,verified
1770,49648550,16398325,Active,54,,,,26.96,,1.15,,-5.16,3.83,11.67,82.2,101.07,105.78,101.7,99.55,100.2,96.75,92.13,102.33,verified
1771,49648685,24747878,Active,68,,,,12.402,,1.23,,-4.93,9.2,1.61,6.98,75.59,88.96,80.91,93.81,96.12,91.24,96.24,91.91,verified
1772,49648837,158365,Inactive,0,,,,,,,,,,86.78,83.12,90.12,93.87,93.83,91.15,99.63,98.81,99.06,101.28,verified
1773,49648875,24747951,Active,41,,,>,40,>,9999,,-0.31,3.06,79.9,89.19,92.83,93.59,93.84,95.89,94.63,93.78,94.78,93.23,verified
1774,49649053,24747958,Active,41,,,>,40,,109.54,,-0.41,2.94,67.94,74.3,79.9,83.04,81.39,89.84,89.65,98.3,94.59,100.06,verified
1775,49649435,16456744,Active,41,,,>,40,,50.56,,-0.51,4.6,58.44,73.58,77.97,87.92,87.77,92.98,87.06,97.46,94.2,89.78,verified
1776,49649441,20913583,Active,41,,,>,40,,7.37,,-1.27,2.57,63.13,79.18,93.76,94.05,97.67,101.48,96.3,97.19,96.1,100.33,verified
1777,49649495,24748003,Active,41,,,>,40,,23.88,,-1.27,3.48,74.76,80.48,96.42,99.74,104.42,99.97,98.92,98.75,102.2,97.45,verified
1778,49649642,99602,Active,60,,,,20.656,,1.37,,-1.09,2.94,30.04,55.44,66.32,81.34,94.04,93.03,98.58,98.29,97.53,96.22,verified
1779,49664981,4970681,Active,75,,,,5.801,,0.39,,-1.55,4.12,2.65,6.28,34.89,57.55,76.2,86.65,102.09,99.45,97.77,101.22,verified
1780,49665180,4970121,Inactive,0,,,,,,,,,,101.67,101.67,98.55,99.21,102.64,96,105.53,101.58,104.76,105.33,verified
1781,49665230,819865,Active,63,,,,17.788,,1.62,,-2.84,7.57,9.32,40.41,87.75,89.28,90.98,93.91,96.06,89.25,88.84,97.05,verified
1782,49665337,24761079,Inactive,0,,,,,,,,,,101.36,99.7,104.74,96.6,107.69,102.5,105.23,102.86,102.27,106,verified
1783,49665585,3106406,Active,41,,,>,40,,14.51,,-0.88,5.39,61.9,60.08,84.87,93.55,98.25,92.27,96.18,99.45,96.7,96.1,verified
1784,49665744,3578737,Active,41,,,>,40,,12.26,,-0.84,3.66,54.97,75.91,85.07,88.52,90.28,95.61,97.66,94.32,93.54,100.74,verified
1785,49665798,5093561,Active,67,,,,13.259,,0.58,,-4.23,4.05,2.2,13.93,77.95,92.27,95.44,101.92,100.55,101.53,93.18,104.08,verified
1786,49666064,441243,Active,41,,,>,40,,12.08,,-2.36,5.31,69.62,92.34,99.68,96.88,91.39,94.85,96.63,91.91,94.91,96.28,verified
1787,49666157,3773770,Inactive,0,,,,,,,,,,102.15,101.14,104.07,100.27,101,103.39,99.36,104.65,101.16,102.97,verified
1788,49666219,3669408,Active,41,,,>,40,,5.29,,-2.42,1.9,72.42,92.4,101.82,96.65,98.98,98.43,100.59,100.86,101.96,100.39,verified
1789,49666263,1477595,Active,73,,,,8.089,,0.24,,-2.36,2.2,1.4,12.56,36.7,75.9,94.15,101.42,100.29,102.06,95.93,,verified
1790,49666378,1472962,Inactive,0,,,,,,,,,,81.47,93.09,98.58,95.49,93.43,96.81,96.63,94.97,99.06,94.11,verified
1791,49666418,60795,Active,51,,,,29.409,,1.53,,-2.23,3.59,34.67,67.34,97.13,96.07,95.36,94.9,102.35,99.03,99.29,96.89,verified
1792,49666538,16412981,Inactive,0,,,,,,,,,,101.24,94.85,94.52,94.18,98.41,109.09,98.72,101.76,97.79,104.11,verified
1793,49666869,16007420,Active,66,,,,15.074,,1.03,,-1.9,4.59,10.92,37.89,69.76,88.41,94.39,95.83,93.14,96.19,97.52,91.16,verified
1794,49666983,5413834,Active,41,,,>,40,,588.6,,-0.42,3.07,79.37,76.56,85.78,90.57,96.26,93.9,94.48,92.53,97.36,96.22,verified
1795,49667132,24761154,Active,41,,,>,40,,53.74,,-1.25,3.22,79.04,92.51,98.68,91.53,97.65,99.52,98.49,103.32,101.28,97.2,verified
1796,49667229,1504002,Active,64,,,,16.95,,2.05,,-1.96,8.24,30.08,28.58,78.13,97.51,100.95,100.52,93.83,94.19,95.34,99.4,verified
1797,49667441,16404335,Active,42,,,,38.92,,3.53,,-1.68,4.07,46.59,80.23,88.22,94.12,94.66,97.33,95.29,96.74,98.72,94.35,verified
1798,49668070,24761241,Active,41,,,>,40,,333.15,,-0.75,6.23,75.67,96.46,88.44,97.07,94.38,100.26,97.88,93.05,89.78,,verified
1799,49668142,24761297,Inactive,0,,,,,,,,,,85.71,89.33,105.03,94.95,100.55,105.12,101.09,98.97,99.55,100.57,verified
1800,49668401,65237,Active,45,,,,36.365,,36.16,,-0.23,9.5,47.44,64.61,41.65,68.92,68.51,67.32,67.33,,70.34,90.73,verified
1801,49668423,3252186,Active,41,,,>,40,,17.53,,-0.88,8.78,64.55,48.5,83.93,91.61,93.77,102.58,100.54,96.36,96.16,103.66,verified
1802,49668664,298620,Inactive,0,,,,,,,,,,81.89,91.01,86.57,89.18,95.13,94.3,92.97,91.72,95.99,95.83,verified
1803,49668826,3646889,Active,41,,,>,40,,8.02,,-1.7,2.55,69.16,86.52,95.05,104.51,97.73,100.34,99.92,97.58,100.6,102.44,verified
1804,49668876,135500766,Active,45,,,,35.748,,13.84,,-0.7,9.13,55.89,59.39,60.43,67.52,101.4,93.82,96.27,101.13,100.58,,verified
1805,49669013,6177155,Active,50,,,,30.589,,2.99,,-1.29,4.23,40.1,63.2,85.23,89.46,94.87,95.03,92.65,92.76,96.27,100.22,verified
1806,49669308,525811,Inactive,0,,,,,,,,,,101.91,94.34,101.47,97.42,94.74,94.73,90.76,103.48,96.46,95.21,verified
1807,49669750,4410945,Inactive,0,,,,,,,,,,103.48,104.97,98.48,96.12,87.42,97.13,103.27,103.98,92.92,,verified
1808,49669969,3912197,Active,75,,,,5.636,,0.34,,-3.95,5.9,2.27,2.81,3.33,65.82,82.83,101.48,100.55,95.11,100.57,103.18,verified
1809,49670026,24761540,Active,68,,,,12.575,,1.36,,-6.33,8.4,2.52,4.34,81.4,89.92,81.51,95.97,96.16,98.75,95.82,,verified
1810,49670252,135684840,Active,63,,,,17.579,,2.84,,-0.94,6.67,28.19,52.76,67.3,63.22,85.73,100.84,97.42,97.69,102.36,104.61,verified
1811,49670404,20956355,Active,57,,,,24.228,,1.07,,-2.16,3.11,23.04,62.88,86.87,91.26,98.01,98.35,96.33,97.24,100.29,,verified
1812,49670432,19614760,Inactive,0,,,,,,,,,,83.07,90.58,95.94,99.3,103.04,100.61,100.23,105.49,98.61,,verified
1813,49670513,135417167,Inactive,0,,,,,,,,,,80.16,82.84,92.58,95.77,94.74,97.19,103.02,95.91,96.87,101.76,verified
1814,49670524,22549661,Inactive,0,,,,,,,,,,94.78,96.6,100.09,96.07,95.36,100.11,90.8,94.08,97.07,94.61,verified
1815,49670527,9699802,Active,41,,,>,40,,45.24,,-1.42,4.37,77.86,90.06,98.2,100.08,92.39,96.96,103.44,97.47,92.86,,verified
1816,49670598,24761588,Active,68,,,,12.211,,0.49,,-5.22,3.7,3.35,6.11,74.48,93.73,96.56,98.42,100.72,97.15,100.33,93.16,verified
1817,49670723,4374687,Inactive,0,,,,,,,,,,99.84,100.19,101.2,98.6,101.41,99.1,103.34,96.18,97.36,105.15,verified
1818,49670875,4051075,Inactive,0,,,,,,,,,,89.09,88.13,90.62,93.48,92.32,89.74,102.09,102.32,92.77,95.39,verified
1819,49670947,5909322,Inactive,0,,,,,,,,,,81.82,96.6,94.8,99.26,95.92,97.28,95.87,97.27,98.54,96.55,verified
1820,49671244,2449454,Active,79,,,,1.678,,0.1,,-7.07,4.37,2.74,2.88,4.05,3.53,5.49,89.03,95.1,92.47,100.88,94.73,verified
1821,49671449,2807422,Inactive,0,,,,,,,,,,84.44,98.14,100.76,102.68,104.99,103.21,100.23,97.84,102.91,104,verified
1822,49671475,2802225,Active,41,,,>,40,,12.52,,-0.97,3.42,58.5,81.05,86.23,92.36,93.23,96.97,95.25,97.46,96.05,95.61,verified
1823,49671810,732479,Inactive,0,,,,,,,,,,87.55,97.35,98.24,99.82,101.66,95.81,100.03,101.15,101,100.57,verified
1824,49671817,2802138,Active,66,,,,14.545,,0.85,,-2.63,4.62,2.35,31.07,74.92,87.85,99.3,102.29,96.22,92.53,97.04,,verified
1825,49671898,2823642,Inactive,0,,,,,,,,,,97.51,89.47,94.49,96.22,99.27,97.2,94.63,103.88,100.71,96.54,verified
1826,49672058,2802693,Active,41,,,>,40,,369.54,,-0.55,4.07,77.11,84.15,90.56,88.46,101.37,88.36,98.58,98.59,98.6,96.99,verified
1827,49672630,2541754,Active,41,,,>,40,,17.3,,-0.53,2.89,59.3,69.16,72.21,77.52,86.37,87.85,93.64,100.44,96.69,,verified
1828,49672639,16314900,Active,41,,,>,40,,99.41,,-0.78,3.61,76.07,84.84,91.53,95.51,98.18,94.41,97.09,104.18,92.84,96.06,verified
1829,49673239,4961580,Active,69,,,,11.617,,0.78,,-5.3,6.3,1.75,2.53,70.14,87.22,91.68,95.24,93.35,95.58,96.56,98.17,verified
1830,49673580,16249515,Active,66,,,,15.155,,2.73,,-1.57,10.88,7.34,58.66,46.62,92.68,98.59,101.19,98.14,101.13,101.75,101.2,verified
1831,49673607,9646219,Active,41,,,>,40,,38.46,,-1.25,4.27,75.4,86.76,92.32,101.11,102.88,100.53,94.48,91.26,98.6,97.49,verified
1832,49673646,9650308,Inactive,0,,,,,,,,,,95.66,97.83,101.52,102.71,96.05,98.61,98.17,101.71,109.55,97.24,verified
1833,49673661,4799109,Active,41,,,>,40,,8.29,,-2.37,3.92,68.86,92.52,96.36,102.11,101.55,97.2,98.48,102.12,109.76,99.84,verified
1834,49673676,4195724,Inactive,0,,,,,,,,,,96,96.95,100.78,96.01,102.43,100.39,104.22,98.19,104.01,99.61,verified
1835,49673775,4852513,Active,54,,,,26.576,,1.13,,-5.13,3.8,10.45,81.74,92.33,98.03,97.96,93.06,99.58,99.14,97.02,99.67,verified
1836,49673831,16246993,Active,66,,,,14.203,,0.92,,-8.41,3.77,2.8,5.3,95.05,97.92,99.55,109.57,100.54,98.31,102.53,100.5,verified
1837,49674002,6213044,Active,41,,,>,40,,3.95,,-3.3,4.08,62.78,96.29,91.47,96.84,94.36,100.65,101.74,102.11,99.19,104.11,verified
1838,49674119,16305467,Inactive,0,,,,,,,,,,94.84,89.06,99.33,93.98,97.45,94.06,97.99,90.03,99.18,97.61,verified
1839,49674179,16236791,Inactive,0,,,,,,,,,,94.52,89.82,99.17,97.81,98.77,97.61,101.34,95.21,93.54,91.18,verified
1840,49674215,4574984,Active,41,,,>,40,,806.11,,-0.35,4.52,72.79,73.22,84.31,87.62,93.83,89.42,92.5,93.56,95.35,86.46,verified
1841,49674222,16245312,Active,56,,,,24.507,,2.04,,-5.24,7.57,5.72,75.33,89.52,86.62,95.79,95.74,95.24,92.94,95.59,,verified
1842,49674287,2374189,Inactive,0,,,,,,,,,,87.41,99.51,95.33,98.19,98.06,95.42,96.92,97.56,93.48,94.79,verified
1843,49674384,2095788,Inactive,0,,,,,,,,,,88.44,86.04,91.04,97.2,99.18,96.14,94.36,95.87,96.45,92.29,verified
1844,49674399,24761675,Active,41,,,>,40,,59.95,,-0.53,3.94,63.65,77.48,83.74,83.08,84.63,88.73,97.72,95.21,102.03,102.32,verified
1845,49674644,16303458,Inactive,0,,,,,,,,,,94.4,94.74,88.79,94.94,100.92,103,97.04,97.31,94.43,98.3,verified
1846,49674689,68207,Active,41,,,>,40,,434.35,,-0.32,6.86,71.71,77.26,59.65,75.34,86.98,86.47,92.34,93.08,92.42,92.79,verified
1847,49674738,24761770,Active,41,,,>,40,,9,,-1.43,4.12,59.41,85.34,90.08,96.65,93.4,97.09,91.96,103.44,100.49,99.95,verified
1848,49675007,667490,Active,41,,,>,40,,12.29,,-0.55,1.6,61.04,69.59,78.02,80.97,88.05,92.27,93.57,95.03,99.74,95.45,verified
1849,49675105,982612,Active,41,,,>,40,,6.79,,-1.98,3.45,65.07,88.89,96.64,95.44,100.46,104.68,102.82,94.98,95.03,99.56,verified
1850,49675118,2079296,Active,41,,,>,40,,6.91,,-1.48,2.66,64.76,81.6,93.19,101.48,95.68,101.83,102.95,101.9,101.27,97.49,verified
1851,49675217,3490803,Inactive,0,,,,,,,,,,91.87,90.97,91.11,95.68,101.81,100.25,95.81,90.67,99.49,95.99,verified
1852,49675298,3591163,Active,41,,,>,40,,29.04,,-1.27,2.72,77.33,87.56,93.37,99.48,102.77,100.78,104.84,97.53,99.63,97.45,verified
1853,49675892,3475954,Active,41,,,>,40,,2.96,,-1.46,1.9,55.86,81.33,87.77,96.7,99.59,98.13,98,101.57,99.23,100.11,verified
1854,49675981,9666862,Inactive,0,,,,,,,,,,89.92,96.61,89.73,99.63,88.38,95.5,98.22,92.78,96.7,101.42,verified
1855,49676421,16240138,Active,74,,,,6.417,,0.3,,-5.68,3.94,3.09,3.9,6.83,80.92,93.29,96.5,96.71,105.48,97.15,100.27,verified
1856,49676547,6489243,Inactive,0,,,,,,,,,,99.75,99.48,96.94,97.72,97.21,100.13,96.37,97.46,92.68,97.05,verified
1857,49677113,16279559,Inactive,0,,,,,,,,,,93.36,96.05,91.29,94.2,97.21,93.24,99.84,97.52,92.68,99.31,verified
1858,49677428,24761842,Active,68,,,,12.676,,0.76,,-6.72,4.34,2.98,3.98,83.38,90.57,98.25,97.72,95.13,104.06,97.2,99.94,verified
1859,49677437,16304770,Inactive,0,,,,,,,,,,91.45,93.61,91.46,103.12,98.47,94.79,101.33,93.75,98.32,96.17,verified
